name,type,date,value
光通信综合实验,光院,2013-2014-1,3
光纤传输技术,光院,2013-2014-1,16
光纤网络技术,光院,2013-2014-1,6
光学,理学院,2013-2014-1,14
广播电视测量技术,通院,2013-2014-1,1
广播电视设备与节目制作技术,通院,2013-2014-1,5
广告学导论,传媒院,2013-2014-1,7
国际货运与保险 ,经济学院 ,2013-2014-1,1
国际金融 ,经济学院 ,2013-2014-1,39
国际贸易 ,经济学院 ,2013-2014-1,9
国际贸易（双语）,经济学院,2013-2014-1,23
国际贸易理论与实务 ,经济学院 ,2013-2014-1,1
国际贸易实务 ,经济学院 ,2013-2014-1,17
行政管理学 ,人文院 ,2013-2014-1,3
行政管理专业英语 ,人文院 ,2013-2014-1,3
合同法 ,人文院 ,2013-2014-1,2
宏观经济学,经济学院,2013-2014-1,3
宏观经济学 ,经济学院 ,2013-2014-1,4
环境经济学 ,地生院 ,2013-2014-1,8
汇编语言 ,计院 ,2013-2014-1,11
汇编语言程序设计,计院,2013-2014-1,21
会计学（含外贸会计） ,管理学院 ,2013-2014-1,7
会计学基础 ,管理学院 ,2013-2014-1,20
货币银行学,经济学院,2013-2014-1,2
基础日语Ⅰ,外院,2013-2014-1,7
基础日语Ⅲ,外院,2013-2014-1,12
基础写作I,外院,2013-2014-1,1
基础写作II,外院,2013-2014-1,2
基础英语Ⅰ,外院,2013-2014-1,1
基础英语Ⅲ,外院,2013-2014-1,1
基于ADO.NET和XML的数据库高级应用开发,软院,2013-2014-1,7
基于Java的人机交互系统设计,软院,2013-2014-1,22
基于UML的面向对象分析与设计,软院,2013-2014-1,3
激光技术与应用,光院,2013-2014-1,32
激光原理,光院,2013-2014-1,9
集成光电子器件,光院,2013-2014-1,2
计算机辅助制图（地理方向）（实验课 ,地生院 ,2013-2014-1,5
计算机接口技术,软院,2013-2014-1,26
计算机通信与网络,计院,2013-2014-1,38
计算机图形学,教科院,2013-2014-1,1
计算机图形学,软院,2013-2014-1,5
计算机图形学（双语）,地生院,2013-2014-1,11
计算机网络,物联网院,2013-2014-1,6
计算机网络（双语）,通院,2013-2014-1,7
计算机网络概论B,理学院,2013-2014-1,2
计算机系统结构,计院,2013-2014-1,6
计算机组成原理,理学院,2013-2014-1,9
计算机组成原理 ,计院 ,2013-2014-1,10
技术经济学,管理学院,2013-2014-1,2
江苏双语导游知识 ,管理学院 ,2013-2014-1,22
交换技术基础,通院,2013-2014-1,24
结构化学,材料院,2013-2014-1,12
经济法案例教程,通达学院,2013-2014-1,2
经济统计学专业导论,经济学院,2013-2014-1,7
精密机械学基础,自动化院,2013-2014-1,12
军事理论,人武部,2013-2014-1,14
科技情报检索,图书馆,2013-2014-1,3
离散数学,计院,2013-2014-1,35
离散数学,理学院,2013-2014-1,24
离散数学,物联网院,2013-2014-1,5
量子与统计物理,材料院,2013-2014-1,3
逻辑学 ,人文院 ,2013-2014-1,13
旅行社经营与管理 ,管理学院 ,2013-2014-1,8
旅游地理信息系统,地生院,2013-2014-1,1
旅游地理信息系统 ,管理学院 ,2013-2014-1,7
马克思主义基本原理概论,马院,2013-2014-1,81
毛泽东思想和中国特色社会主义理论体系概论,马院,2013-2014-1,70
秘书工作实务I ,人文院 ,2013-2014-1,1
模拟电子技术,电院,2013-2014-1,389
模拟电子技术Ⅱ,电院,2013-2014-1,8
模拟电子线路,电院,2013-2014-1,105
模拟集成电路分析与设计,电院,2013-2014-1,1
内部控制制度 ,管理学院 ,2013-2014-1,1
普通心理学 ,人文院 ,2013-2014-1,11
嵌入式系统及应用,自动化院,2013-2014-1,9
嵌入式系统原理与应用,物联网院,2013-2014-1,1
全球定位系统（GPS）（双语）,地生院,2013-2014-1,3
人际关系心理学 ,人文院 ,2013-2014-1,1
人口统计学 ,经济学院 ,2013-2014-1,15
人口与计划生育管理 ,人文院 ,2013-2014-1,2
人类行为与社会环境II ,人文院 ,2013-2014-1,2
人力资源管理 ,管理学院 ,2013-2014-1,4
人力资源管理思想史 ,管理学院 ,2013-2014-1,1
人文地理学 ,地生院 ,2013-2014-1,6
人文地理与城乡规划专业导论,地生院,2013-2014-1,1
日本文化史,外院,2013-2014-1,2
日语,外院,2013-2014-1,16
日语词汇学,外院,2013-2014-1,1
日语口语Ⅰ,外院,2013-2014-1,1
日语口语Ⅲ,外院,2013-2014-1,1
日语视听说Ⅱ,外院,2013-2014-1,2
日语听力Ⅲ,外院,2013-2014-1,1
日语语音,外院,2013-2014-1,1
日语阅读Ⅰ,外院,2013-2014-1,4
日语阅读Ⅲ,外院,2013-2014-1,1
软件工程,通院,2013-2014-1,14
软件工程（双语）,计院,2013-2014-1,4
三维动画设计基础 ,传媒院 ,2013-2014-1,2
色彩基础 ,传媒院 ,2013-2014-1,2
社会保险基金管理 ,人文院 ,2013-2014-1,1
社会保障概论 ,人文院 ,2013-2014-1,7
社会工作实践I ,人文院 ,2013-2014-1,4
社会工作实践III ,人文院 ,2013-2014-1,2
社会调查方法 ,经济学院 ,2013-2014-1,21
社会学,人文院,2013-2014-1,1
社会学原理 ,人文院 ,2013-2014-1,14
摄影测量学,地生院,2013-2014-1,5
生物医学传感器,地生院,2013-2014-1,3
生物医学工程导论,地生院,2013-2014-1,2
实用回归分析,理学院,2013-2014-1,4
实用英语（3） ,外院 ,2013-2014-1,61
世界地理 ,管理学院 ,2013-2014-1,1
市场调查与预测 ,管理学院 ,2013-2014-1,1
市场营销学 ,管理学院 ,2013-2014-1,1
市场营销专业导论,管理学院,2013-2014-1,2
数据结构 ,计院 ,2013-2014-1,6
数据结构A,计院,2013-2014-1,44
数据结构B,计院,2013-2014-1,62
数据结构与数据库应用 ,计院 ,2013-2014-1,9
数据结构与算法,软院,2013-2014-1,9
数据结构与算法,物联网院,2013-2014-1,3
数据库系统原理,物联网院,2013-2014-1,4
数据库应用 ,计院 ,2013-2014-1,30
数据库原理 ,计院 ,2013-2014-1,3
数据库原理（双语）,理学院,2013-2014-1,14
数据通信与计算机网络,计院,2013-2014-1,15
数理方程,理学院,2013-2014-1,163
数学分析,理学院,2013-2014-1,35
数值代数,理学院,2013-2014-1,19
数字电路 ,电院 ,2013-2014-1,7
数字电路与逻辑设计,电院,2013-2014-1,50
数字电路与逻辑设计B,电院,2013-2014-1,27
数字逻辑与系统 ,电院 ,2013-2014-1,19
数字媒体技术导论,传媒院,2013-2014-1,5
数字信号处理A（双语）,通院,2013-2014-1,75
数字信号处理B,通院,2013-2014-1,21
思想道德修养与法律基础,马院,2013-2014-1,16
体育,体育部,2013-2014-1,94
体育 ,体育部,2013-2014-1,2
通信电子电路实验,电工电子实验教学中心,2013-2014-1,1
通信电子线路,电院,2013-2014-1,72
通信经济学,经济学院,2013-2014-1,15
通信原理A,通院,2013-2014-1,71
通信原理B,通院,2013-2014-1,12
通信原理C,通院,2013-2014-1,92
统计学,管理学院,2013-2014-1,7
统计学Ⅰ,理学院,2013-2014-1,17
统计学原理 ,经济学院 ,2013-2014-1,38
统计应用软件 ,经济学院 ,2013-2014-1,24
统计预测与决策 ,经济学院 ,2013-2014-1,20
投资理财学 ,人文院 ,2013-2014-1,9
图像与视频处理,通院,2013-2014-1,13
图形化程序设计语言（双语）,自动化院,2013-2014-1,8
外贸英文函电与谈判 ,外院 ,2013-2014-1,4
网络安全技术,物联网院,2013-2014-1,1
网络编程基础 ,计院 ,2013-2014-1,4
网络编程技术,管理学院,2013-2014-1,25
网络传播,传媒院,2013-2014-1,1
网络监控与管理,通院,2013-2014-1,14
网络信息安全,通院,2013-2014-1,19
网络信息安全A,计院,2013-2014-1,1
微电子学导论,电院,2013-2014-1,3
微观经济学 ,经济学院 ,2013-2014-1,37
微观经济学（双语）,人文院,2013-2014-1,2
微观经济学A,经济学院,2013-2014-1,7
微观经济学B,经济学院,2013-2014-1,11
微机原理及其在医学中的应用,地生院,2013-2014-1,10
微机原理与接口 ,计院 ,2013-2014-1,5
微型计算机接口技术,计院,2013-2014-1,34
微型计算机原理与接口技术,计院,2013-2014-1,207
卫星通信,通院,2013-2014-1,5
文科数学,理学院,2013-2014-1,41
文学中的爱情解读,人文院,2013-2014-1,1
物理光学,光院,2013-2014-1,107
物理实验,理学院,2013-2014-1,13
物理学概论,理学院,2013-2014-1,7
物联网感知技术及其应用,物联网院,2013-2014-1,1
西方音乐史,传媒院,2013-2014-1,2
下一代网络技术（双语）,通院,2013-2014-1,5
现代管理科学基础,管理学院,2013-2014-1,59
现代商务统计学（双语） ,经济学院 ,2013-2014-1,1
现代通信测量,自动化院,2013-2014-1,1
线性代数,理学院,2013-2014-1,12
线性代数  I ,理学院 ,2013-2014-1,11
线性代数与解析几何,理学院,2013-2014-1,787
详细规划设计 ,地生院 ,2013-2014-1,4
详细规划设计（实验课） ,地生院 ,2013-2014-1,4
消费者行为学,管理学院,2013-2014-1,2
信号分析与信号处理,通院,2013-2014-1,16
信号与系统A,通院,2013-2014-1,191
信号与系统B,通院,2013-2014-1,304
信号与系统C,通院,2013-2014-1,44
信息安全导论,计院,2013-2014-1,2
信息安全导论,通院,2013-2014-1,14
信息安全技术（电子商务安全）,管理学院,2013-2014-1,2
信息论基础C,通院,2013-2014-1,29
信息艺术概论,传媒院,2013-2014-1,1
虚拟仪器技术 ,电院 ,2013-2014-1,1
学术论文写作,外院,2013-2014-1,7
移动GIS原理与系统开发,地生院,2013-2014-1,7
移动通信系统B,通院,2013-2014-1,1
艺术设计史,传媒院,2013-2014-1,2
音乐理论基础 A,传媒院,2013-2014-1,5
音乐理论基础 B,传媒院,2013-2014-1,1
英汉影视跨文化语用交流,外院,2013-2014-1,1
英文写作（1） ,外院 ,2013-2014-1,1
英语基础写作 ,外院 ,2013-2014-1,3
英语口语 （1） ,外院 ,2013-2014-1,6
英语口语（3） ,外院 ,2013-2014-1,1
英语视听说 Ⅲ,外院,2013-2014-1,1
英语听力 （3） ,外院 ,2013-2014-1,1
英语语法 ,外院 ,2013-2014-1,4
英语阅读 （3） ,外院 ,2013-2014-1,3
英语阅读（3） ,外院 ,2013-2014-1,1
应用光学（双语）,光院,2013-2014-1,46
应用光学基础,自动化院,2013-2014-1,6
应用统计,人文院,2013-2014-1,2
应用文写作,管理学院,2013-2014-1,4
应用文写作 ,人文院 ,2013-2014-1,44
应用信息论基础,计院,2013-2014-1,11
有机化学,材料院,2013-2014-1,28
语音信号处理,通院,2013-2014-1,1
预算会计 ,管理学院 ,2013-2014-1,1
运筹学 ,理学院 ,2013-2014-1,13
运筹与优化,理学院,2013-2014-1,17
证券投资学 ,经济学院 ,2013-2014-1,1
政府绩效评估 ,人文院 ,2013-2014-1,1
政治经济学,经济学院,2013-2014-1,4
政治学原理 ,人文院 ,2013-2014-1,4
职业发展与创业指导,机关,2013-2014-1,5
职业发展与就业指导 ,机关 ,2013-2014-1,1
制图基础及计算机绘图,理学院,2013-2014-1,143
中国近现代史纲要,马院,2013-2014-1,6
中国旅游地理 ,管理学院 ,2013-2014-1,5
专业外语 ,管理学院 ,2013-2014-1,2
专业英语（自学）,电院,2013-2014-1,3
资源学导论 ,地生院 ,2013-2014-1,8
自动控制原理,自动化院,2013-2014-1,37
自然地理学,地生院,2013-2014-1,8
自然地理学 ,地生院 ,2013-2014-1,6
综合英语 （3） ,外院 ,2013-2014-1,1
走进光子世界,光院,2013-2014-1,5
组织行为学 ,人文院 ,2013-2014-1,29
C# 面向对象编程,软院,2013-2014-2,8
DSP技术及应用,自动化院,2013-2014-2,13
Excel与数据分析,经济学院,2013-2014-2,16
Internet应用,计院,2013-2014-2,6
Java 开发基础,软院,2013-2014-2,4
Java程序设计,计院,2013-2014-2,14
Java语言程序设计,计院,2013-2014-2,101
Matlab与科学计算,自动化院,2013-2014-2,6
VLSI版图设计基础,电院,2013-2014-2,2
Web技术（双语）,计院,2013-2014-2,5
版式设计,传媒院,2013-2014-2,1
半导体材料与器件（双语）,材料院,2013-2014-2,3
半导体器件物理（双语）,电院,2013-2014-2,4
保险投资学,人文院,2013-2014-2,2
编译方法,软院,2013-2014-2,24
编译原理,计院,2013-2014-2,39
编译原理,物联网院,2013-2014-2,2
材料化学（双语）,材料院,2013-2014-2,4
财务管理,管理学院,2013-2014-2,4
财务会计A,管理学院,2013-2014-2,19
操作系统,计院,2013-2014-2,17
操作系统A,计院,2013-2014-2,3
操作系统原理,物联网院,2013-2014-2,2
成本会计,管理学院,2013-2014-2,2
城市地理学,地生院,2013-2014-2,5
城市总体规划设计（理论课）,地生院,2013-2014-2,2
城市总体规划设计（实验课）,地生院,2013-2014-2,2
大学化学A,材料院,2013-2014-2,15
大学生性健康教育,人文院,2013-2014-2,30
大学物理,理学院,2013-2014-2,1122
大学英语Ⅱ,外院,2013-2014-2,138
大学英语Ⅲ,外院,2013-2014-2,43
大学英语Ⅳ,外院,2013-2014-2,156
大学英语报刊选读,外院,2013-2014-2,11
大学英语翻译,外院,2013-2014-2,30
大学英语应用文写作,外院,2013-2014-2,12
大学英语语音,外院,2013-2014-2,10
大学语文,人文院,2013-2014-2,3
代数与几何,理学院,2013-2014-2,12
单片机原理及应用,通院,2013-2014-2,1
单证业务,经济学院,2013-2014-2,10
地理信息系统原理,地生院,2013-2014-2,1
第二外语（日语）（中）,外院,2013-2014-2,16
第二外语（英语）（中）,外院,2013-2014-2,1
电波传播理论,电院,2013-2014-2,3
电磁场理论,电院,2013-2014-2,16
电磁场理论与光波导技术,光院,2013-2014-2,22
电磁场与传输理论B,电院,2013-2014-2,21
电磁学,理学院,2013-2014-2,10
电动力学,光院,2013-2014-2,9
电工电子基础实验A,电工电子实验教学中心,2013-2014-2,36
电工电子基础实验B,电工电子实验教学中心,2013-2014-2,27
电工电子技术基础,电院,2013-2014-2,245
电工电子实验（二）,电工电子实验教学中心,2013-2014-2,44
电机学,自动化院,2013-2014-2,96
电路,电院,2013-2014-2,212
电路分析基础A,电院,2013-2014-2,191
电路分析基础B,电院,2013-2014-2,152
电路分析基础C,电院,2013-2014-2,47
电气控制与可编程控制器,自动化院,2013-2014-2,29
电视传输与组网技术,通院,2013-2014-2,5
电子测量原理,自动化院,2013-2014-2,5
动画运动规律,传媒院,2013-2014-2,2
动漫广告艺术鉴赏,传媒院,2013-2014-2,15
多媒体技术,管理学院,2013-2014-2,13
多媒体技术,教科院,2013-2014-2,4
多媒体技术与应用,计院,2013-2014-2,219
多元统计分析,理学院,2013-2014-2,5
二外（日语）1,外院,2013-2014-2,10
二外（日语）3,外院,2013-2014-2,9
二外法语（3）,外院,2013-2014-2,1
发展经济学,经济学院,2013-2014-2,1
佛释文化与文学,人文院,2013-2014-2,6
复变函数,理学院,2013-2014-2,10
概率论与数理统计,理学院,2013-2014-2,175
概率论与数理统计  Ⅰ,理学院,2013-2014-2,28
概率统计和随机过程,理学院,2013-2014-2,313
高等数学A,理学院,2013-2014-2,1802
高等数学AⅡ,理学院,2013-2014-2,150
高等数学B,理学院,2013-2014-2,227
高等数学BⅡ,理学院,2013-2014-2,51
高分子材料的稳定与降解,材料院,2013-2014-2,3
高分子化学（双语）,材料院,2013-2014-2,3
高级财务管理,管理学院,2013-2014-2,1
高级日语Ⅱ,外院,2013-2014-2,1
高级写作Ⅰ,外院,2013-2014-2,1
公共经济学,人文院,2013-2014-2,6
功能高分子材料,材料院,2013-2014-2,2
固体物理,理学院,2013-2014-2,1
关系类型数据库编程,软院,2013-2014-2,13
管理心理学,教科院,2013-2014-2,7
管理信息系统,管理学院,2013-2014-2,21
管理学原理,管理学院,2013-2014-2,13
管理学原理A,管理学院,2013-2014-2,12
管理学原理B,管理学院,2013-2014-2,14
光电检测与信号处理,光院,2013-2014-2,5
光电子技术基础（双语）,理学院,2013-2014-2,2
光电子学（双语）,光院,2013-2014-2,49
光纤通信系统,光院,2013-2014-2,4
光纤通信与数字传输,通院,2013-2014-2,5
光纤通信原理与系统,光院,2013-2014-2,9
光纤通信原理与系统（双语）,电院,2013-2014-2,7
光学与光电子基础实验,光院,2013-2014-2,1
国际金融,经济学院,2013-2014-2,11
国际金融（双语）,经济学院,2013-2014-2,6
国际经济学,经济学院,2013-2014-2,4
国际贸易理论与实务,经济学院,2013-2014-2,24
国际贸易实务,经济学院,2013-2014-2,20
国际市场营销（双语）,管理学院,2013-2014-2,2
国民经济统计学,经济学院,2013-2014-2,6
韩语,外院,2013-2014-2,24
行政法学,人文院,2013-2014-2,4
宏观经济学,经济学院,2013-2014-2,26
环境评价与规划,地生院,2013-2014-2,1
汇编语言,计院,2013-2014-2,11
会计学,人文院,2013-2014-2,2
会计学基础,管理学院,2013-2014-2,18
货币银行学,管理学院,2013-2014-2,5
货币银行学,经济学院,2013-2014-2,3
基础日语Ⅱ,外院,2013-2014-2,19
基础日语Ⅳ,外院,2013-2014-2,9
基础写作I,外院,2013-2014-2,6
基础英语Ⅱ,外院,2013-2014-2,1
基础英语Ⅳ,外院,2013-2014-2,1
激光原理,光院,2013-2014-2,33
集成电路与CAD,电院,2013-2014-2,9
计量经济学,经济学院,2013-2014-2,9
计量经济学,理学院,2013-2014-2,3
计算机病毒防治,计院,2013-2014-2,1
计算机犯罪与取证,计院,2013-2014-2,1
计算机控制与仿真,自动化院,2013-2014-2,4
计算机通信与网络,计院,2013-2014-2,20
计算机图形学,通院,2013-2014-2,1
计算机图形学（双语）,地生院,2013-2014-2,10
计算机网络概论A,理学院,2013-2014-2,8
计算机网络基础,传媒院,2013-2014-2,2
计算机应用基础,计院,2013-2014-2,3
